x,y
0.757165385177359,0.6715866687857301
1.1524822229985148,2.1025626943770614
1.8202781309373677,1.8598168053074566
2.422769436845556,3.111506522614217
2.45798912178725,3.1557646620105926
2.582689142320305,1.2119662101988284
2.6504793057683855,2.8396455276657706
2.725338496034965,2.356193972376622
2.941988304257393,2.99299051595097
3.8503997456282377,2.1213082156490577
4.688820755807683,1.1079786388467967
5.444006570149213,0.5544506008608574
5.5959563094656914,2.0373975501175807
5.653606915846467,2.4474467817934697
6.506049761315808,1.6588806176244437
6.514243389712647,1.4117684307810254
7.329132556449622,0.5550429147122883
7.449230653466657,1.7944543382284581
7.680316738318652,1.7446320986252426
8.017602449515834,1.908958673451999
8.17245635879226,1.5025709247160415
8.453013591933995,1.0934113317238394
9.215953378006816,0.7608054034325733
9.351041028508916,3.503916225566899
10.28116311877966,2.593909595894923
10.510935499332845,1.600893706449254
10.798925108741969,3.21382580005433
11.711847162339836,3.1988131201699264
12.452474534045905,2.5887012579615263
12.57490941346623,1.6297292794175466
12.879154243506491,0.8525888897298091
13.472283454379067,0.5600136118852703
14.137439398560673,0.5347825957405983
14.990415719337761,0.35860168619703064
15.674204988405108,0.9419757853560068
16.477648107567802,1.0792388718641586
16.636056914925575,1.1799780579688608
17.61011071666144,1.087355723360851
18.536784902447835,2.1198815005541194
19.22539365873672,2.411344156354351
19.446024626260623,3.875099341211344
19.597167593892664,5.026712746649081
20.592626771889627,6.712092566017834
21.128459012135863,7.0307874181413075
21.574947356712073,6.378072821317673
22.36381054110825,7.056261959061878
23.067428868962452,6.81383234524768
23.877311500022188,7.525986812729107
24.04232796560973,7.259036553716736
24.65567635674961,7.609044488993065
25.311731247697026,8.129329157906495
26.21205287403427,9.089921271423789
27.181535528507084,9.768246964167
28.164675775682554,10.522182724761093
28.40741247078404,9.245428667838292
28.61988243740052,10.566906633875618
29.360527235316113,11.468616614075426
30.028921564342454,12.349706982520278
30.500073344213888,11.6333042000938
30.910289381165057,11.568546785269541
31.53565688827075,10.966393007724868
31.955592857673764,11.395111120869483
32.37988686678,9.159509080139463
32.41451224614866,9.588144451322757
32.8428888625931,10.777611889284536
33.24938021460548,10.077179662777317
34.19843796198256,10.517427187413091
35.05362006346695,10.531861710275551
35.2349328326527,11.457197688616956
35.649169217795134,11.640001066875426
36.100992816267535,12.993300878643229
36.368940816260874,13.253071432325806
36.86182258883491,13.033347953101018
37.5625603843946,12.81849019902935
37.982447140151635,12.223238765370159
38.269173263572156,10.819956505214206
39.16498965676874,9.25249640873452
39.48079990153201,10.31957413647399
40.23483307729475,9.683868658387198
41.08738532545976,9.381174021869118
41.98886839672923,7.68676547570196
42.69802450481802,8.424983253831922
42.90242495434359,8.966030806703584
43.7875298531726,9.648860110620962
44.60411736834794,10.023805254794445
45.535941280191764,11.513493003714546
46.23937450326048,11.686219416215733
46.870479269418865,10.75577913607255
47.53054675855674,10.83272798404972
47.61428220290691,8.9133311118629
48.47045605327003,8.746911890899414
48.91384882829152,10.033434497258382
49.142638279357925,10.159504535084357
49.828027167124674,11.137782634829898
50.11953701870516,11.425821051346759
51.07719410257414,12.025876160835864
51.21338170138188,12.965704210817558
51.4906761655584,13.152713651987217
52.28730940702371,13.174375114131266
52.693092697067186,13.948434131046097
53.25894830492325,12.143921297075675
53.93202111683786,13.483599346962755
54.32376579288393,13.001806668941859
54.86135650635697,12.735847773060904
55.50600158586167,12.124836599538918
55.67504426231608,12.771026212796539
56.00152206025086,12.698812386052804
56.19159100949764,12.809300741890246
56.40924913529307,11.6752207974784
57.3233746108599,12.099782692354877
58.096004724735394,11.823008060878262
58.65762620139867,11.720625038525842
59.26981204911135,10.657409918015784
59.40999384922907,10.978036616936716
59.883594778133556,11.935150716295855
60.454043013742194,12.306186897842798
60.8989566185046,13.341348051970298
61.168252393137664,13.477446143647207
61.64488712372258,15.253600523625988
62.10197516344488,13.208854797840562
62.871546449139714,14.029187791630575
63.83634210145101,13.678686756298466
63.85127785126679,14.769158685903555
64.54807207523845,15.415745868921784
64.72344767278992,16.035006562246465
64.9082189030014,14.79307252335329
65.4432748828549,13.263354515264263
65.99561835732311,13.572953302447589
66.48949073906988,13.058010546531666
66.50400609732606,12.501688215571047
66.82026517600752,10.785804358559867
66.92661204072647,12.405794985962489
66.93195220897906,11.458968586349055
67.58152917050757,13.43357304456002
68.45325207384303,13.191372701796006
68.49952977942303,13.06754377582335
69.03094729431905,13.292616186120686
69.86384175275452,11.869014645403714
70.71176783693954,12.752305353452243
71.61982756783254,12.224210594975812
71.98042861185968,12.141227134522959
72.59554994734935,11.623378896055506
73.09591850452125,10.960123018192535
73.6773981526494,10.317843411186804
73.77752835140564,10.391273574390882
74.20844317809679,9.814556643669771
74.62481165654026,10.714995581275417
75.01394161651842,10.812601117792044
75.1288363065105,12.296427598215665
76.05217300425284,13.516315768859654
76.31233319803141,13.777603427926504
76.50836894637905,13.779252748900376
76.8885442467872,14.957310476923215
77.50572209828533,15.213184060471866
77.8871397364419,13.61975839766619
78.58216791250743,15.101551984849515
79.13146083708853,14.893305575549823
79.37018899433315,14.317817155797048
79.47243522084318,13.252066456463703
79.48496520961635,12.41113825458939
80.46470235777088,12.97574067644547
80.73475205735303,14.36614803085375
80.89910311088897,14.58628977002615
81.12781101139262,12.858863039902904
81.2689361218363,14.706887333474114
81.71300358744338,15.08390265039263
81.83884276263416,16.67345013274548
82.45937832747586,15.50945155123983
83.04303614702076,15.73645042617699
83.75612368318252,16.56388267391082
84.37141341064125,15.998506606027043
85.10576169169508,17.51828917452797
85.12473226431757,17.624066706974737
85.64345470140688,18.832989878914745
86.21780929714441,20.20750578951099
86.91475933161564,21.51624160670978
87.34219410014339,20.02422409111865
87.95101587311365,21.904988028081927
88.07687849458307,21.733749159986
88.7991781856399,22.204583913252062
89.44380817189813,22.376426354035136
90.0127289548982,22.27318957248931
90.30517407529987,21.652972840823875
90.6303376823198,21.966163436701034
91.46981834922917,24.243516867478537
92.04077711561695,26.008253246770842
92.65799242584035,24.84494093098302
93.40961349220015,23.431661343800716
94.15079888957553,22.73948958364553
94.24644660204649,21.460762586469166
94.37175450869836,20.913080105867042
95.22932116314769,19.69525520811313
95.98625143733807,18.552453894381703
96.25225952849723,18.597640276143252
96.51248777192086,16.896286210029672
97.07388374605216,16.64995544199201
97.89049954270013,16.26409101290412
98.63887733174488,17.470509072872268
